new_index,dividendyield,earningsyield,ebitdagrowth,evtoebit,evtoebitda,evtofcff,evtoinvestedcapital,evtonopat,freecashflow,pricetoearnings,revenuegrowth
CNC2018-03-31,-0.9445306992770065,-0.1409676756429038,-0.11670494911738805,-0.2862271514689351,-0.6737393512767621,-0.30745349371060376,-0.015723773029101017,-0.23139234847068105,-0.40812020379320857,-0.16284382910578069,0.0045656465937692365
CNP2017-12-31,0.834534403988988,2.332395498718999,-0.17734617757302423,-0.2075796510655943,-0.715647633824777,0.08974800250309084,-0.14676883984810468,-0.2722428104686635,-0.5190332948813198,-0.25690570308149663,1.226174427209849
COF2017-12-31,-0.19301179737906266,-0.3769231330616188,-0.13124080422202852,-0.18281856041219988,-0.3306923442440498,0.20188171404712538,-0.16278780025414297,-0.024278428118256323,-0.4113942157506869,-0.1259031147271992,-0.2042859640997213
CRM2018-01-31,-0.9445306992770065,-1.2087073198153653,0.012947205410923885,4.985181439727441,3.980328243274255,-0.03202942962309196,0.07615338355458645,3.548234307213041,-0.34671603333627593,3.715087908200307,1.0325907876631302
CSX2017-12-31,-0.2814970123264564,1.430264954390195,-0.0985333956476728,-0.19607333087547588,-0.3103753746330098,-0.26749915439749483,-0.1328079819299355,-0.27539087048168454,-0.028231403935823022,-0.24273823679794657,-0.4605770978722889
CSX2018-03-31,-0.25904971042927544,1.396616766571077,-0.06959024908735889,-0.1930816531398464,-0.29712427614625797,-0.2664558067161805,-0.13231509084051896,-0.2746678917667987,-0.044260690771719666,-0.2420227699664655,-0.612736699161989
CTSH2017-12-31,-0.6487106543581406,-0.3707247826738866,-0.07847256874599404,-0.220227464432074,-0.24085632002307641,-0.2656418989184885,-0.06514268916606168,-0.14867117307466757,-0.22799226281836096,-0.12712491193172842,0.001143869106819065
CVS2017-12-31,0.3481917199386547,0.9477774892879837,-0.16492243955855684,-0.29240535396274514,-0.6788988876695707,-0.294503021121512,-0.14927468309658887,-0.2491897466556859,0.6474603573788162,-0.23037961742680763,-0.3911081713322266
CVX2017-12-31,0.6785209986870043,-0.28675189289722725,0.13314115676094185,-0.04520828181298011,-0.6976410590241714,-0.3016023741521219,-0.14915051969238471,-0.16361201164666528,2.644214947376996,-0.14216316861530331,0.9589336054790406
DAL2017-12-31,-0.09470006645593192,0.9359219143400196,-0.15943297581694757,-0.34202754524571066,-0.961202196166063,-0.1479819063880481,-0.13371098850596586,-0.25369501521431603,-0.3652805503796017,-0.23000720776837005,-0.39307227160973596
